sale_line_id,sale_id,product_id,quantity_sold,unit_price,discount_amount,line_total
52,18,88,2,5.74,1.15,10.33
53,18,110,5,5.92,0.0,29.6
54,18,49,2,1.02,0.0,2.04
55,19,71,1,3.28,0.0,3.28
56,19,59,1,4.6,0.0,4.6
57,19,108,1,7.11,0.0,7.11
58,20,112,2,4.79,0.0,9.58
59,20,98,1,5.0,0.0,5.0
60,20,93,2,2.96,0.0,5.92
61,21,68,5,3.01,0.0,15.05
62,21,134,2,5.6,0.0,11.2
63,21,96,1,5.31,0.0,5.31
64,22,73,4,3.8,0.0,15.2
65,22,16,1,8.85,0.0,8.85
66,22,69,3,4.65,0.0,13.95
67,23,72,2,7.93,0.0,15.86
68,23,102,1,8.55,0.0,8.55
69,23,90,2,5.2,0.0,10.4
70,24,135,1,5.36,0.0,5.36
71,24,102,2,8.55,0.0,17.1
72,24,133,1,1.51,0.0,1.51
73,25,30,1,2.73,0.0,2.73
74,25,56,1,6.59,0.0,6.59
75,25,100,3,6.69,2.01,18.06
76,26,57,3,4.15,0.62,11.83
77,26,76,1,3.14,0.0,3.14
78,26,114,3,4.66,0.0,13.98
79,27,90,3,5.2,0.0,15.6
80,27,52,2,4.07,0.0,8.14
81,27,14,3,3.08,0.0,9.24
82,28,78,1,6.68,0.0,6.68
83,28,1,3,6.24,0.0,18.72
84,28,4,1,14.05,0.0,14.05
85,29,100,3,6.69,0.0,20.07
86,29,51,2,18.54,0.0,37.08
87,29,91,2,7.23,0.0,14.46
88,30,141,1,5.03,0.0,5.03
89,30,30,2,2.73,0.55,4.91
90,30,69,2,4.65,0.0,9.3
91,31,126,1,3.7,0.0,3.7
92,31,121,1,1.04,0.0,1.04
93,31,97,2,3.24,0.0,6.48
94,32,32,1,3.31,0.0,3.31
95,32,86,2,6.45,0.0,12.9
96,32,57,1,4.15,0.0,4.15
97,33,132,1,7.93,0.0,7.93
98,33,94,2,7.89,0.0,15.78
99,33,110,2,5.92,0.0,11.84
100,34,5,1,5.9,0.0,5.9
101,34,60,1,4.85,0.0,4.85
102,34,45,1,6.23,0.31,5.92
103,35,114,1,4.66,0.0,4.66
104,35,50,2,4.75,0.0,9.5
105,35,21,1,5.04,0.0,5.04
106,36,125,3,3.47,0.0,10.41
107,36,4,4,14.05,5.62,50.58
108,36,42,5,3.04,0.0,15.2
109,37,17,4,2.68,0.0,10.72
110,37,113,1,4.13,0.21,3.92
111,37,45,2,6.23,0.0,12.46
112,38,126,4,3.7,0.0,14.8
113,38,98,2,5.0,1.0,9.0
114,38,86,2,6.45,0.0,12.9
115,39,27,2,12.72,0.0,25.44
116,39,73,1,3.8,0.0,3.8
117,39,37,1,1.1,0.0,1.1
118,40,128,3,3.68,0.0,11.04
119,40,53,1,4.77,0.24,4.53
120,40,126,1,3.7,0.0,3.7
121,41,97,2,3.24,0.0,6.48
122,41,123,2,10.69,0.0,21.38
123,41,2,2,3.76,0.0,7.52
124,42,66,4,8.85,3.54,31.86
125,42,146,5,5.93,0.0,29.65
126,42,133,1,1.51,0.0,1.51
127,43,88,1,5.74,0.0,5.74
128,43,56,1,6.59,0.0,6.59
129,43,30,1,2.73,0.0,2.73
130,44,145,2,1.45,0.0,2.9
131,44,33,2,4.88,0.0,9.76
132,44,9,3,7.17,0.0,21.51
133,45,52,2,4.07,0.41,7.73
134,45,126,1,3.7,0.0,3.7
135,45,81,1,3.87,0.39,3.48
136,46,122,1,4.09,0.0,4.09
137,46,6,1,4.46,0.0,4.46
138,46,69,2,4.65,0.47,8.83
139,47,150,1,5.23,0.26,4.97
140,47,100,2,6.69,0.67,12.71
141,47,77,1,6.44,0.0,6.44
142,48,30,1,2.73,0.0,2.73
143,48,102,1,8.55,0.86,7.69
144,48,36,1,8.03,0.0,8.03
145,49,133,2,1.51,0.0,3.02
146,49,64,3,7.64,0.0,22.92
147,49,82,2,8.4,0.84,15.96
148,50,20,3,1.57,0.0,4.71
149,50,45,2,6.23,0.0,12.46
150,50,49,2,1.02,0.0,2.04
151,51,20,2,1.57,0.0,3.14
152,51,13,1,2.91,0.0,2.91
153,51,16,1,8.85,0.0,8.85
154,52,27,2,12.72,0.0,25.44
155,52,105,3,5.49,0.0,16.47
156,52,33,2,4.88,0.98,8.78
157,53,107,2,2.77,0.0,5.54
158,53,141,1,5.03,0.0,5.03
159,53,88,1,5.74,0.0,5.74
160,54,80,2,7.03,0.0,14.06
161,54,4,2,14.05,0.0,28.1
162,54,148,1,9.52,0.0,9.52
163,55,74,1,3.36,0.0,3.36
164,55,30,1,2.73,0.0,2.73
165,55,81,1,3.87,0.0,3.87
166,56,25,1,3.35,0.0,3.35
167,56,18,3,6.74,0.0,20.22
168,56,120,1,9.96,0.0,9.96
169,57,4,5,14.05,0.0,70.25
170,57,90,5,5.2,0.0,26.0
171,57,86,1,6.45,0.32,6.13
172,58,6,1,4.46,0.0,4.46
173,58,145,1,1.45,0.0,1.45
174,58,133,1,1.51,0.0,1.51
175,59,141,3,5.03,0.75,14.34
176,59,139,2,10.31,0.0,20.62
177,59,79,2,4.87,0.0,9.74
178,60,97,1,3.24,0.0,3.24
179,60,50,4,4.75,0.0,19.0
180,60,56,1,6.59,0.0,6.59
181,61,85,1,3.63,0.18,3.45
182,61,6,4,4.46,0.0,17.84
183,61,117,1,3.08,0.15,2.93
184,62,145,1,1.45,0.0,1.45
185,62,141,1,5.03,0.0,5.03
186,62,87,1,8.11,0.0,8.11
187,63,54,3,5.19,0.0,15.57
188,63,42,2,3.04,0.3,5.78
189,63,81,3,3.87,0.0,11.61
190,64,68,5,3.01,0.0,15.05
191,64,8,3,14.34,0.0,43.02
192,64,97,1,3.24,0.0,3.24
193,65,33,1,4.88,0.0,4.88
194,65,14,1,3.08,0.0,3.08
195,65,78,1,6.68,0.0,6.68
196,66,126,2,3.7,0.0,7.4
197,66,25,1,3.35,0.0,3.35
198,66,45,3,6.23,0.0,18.69
199,67,113,2,4.13,0.0,8.26
200,67,141,4,5.03,0.0,20.12
201,67,6,1,4.46,0.0,4.46
202,68,54,5,5.19,0.0,25.95
203,68,144,4,4.6,0.0,18.4
204,68,114,1,4.66,0.23,4.43
205,69,98,2,5.0,0.0,10.0
206,69,105,1,5.49,0.55,4.94
207,69,121,2,1.04,0.0,2.08
208,70,129,3,3.28,0.0,9.84
209,70,121,1,1.04,0.0,1.04
210,70,41,1,6.75,0.34,6.41
211,71,68,1,3.01,0.0,3.01
212,71,129,1,3.28,0.0,3.28
213,71,18,1,6.74,0.0,6.74
214,72,32,1,3.31,0.0,3.31
215,72,57,5,4.15,0.0,20.75
216,72,4,1,14.05,0.7,13.35
217,73,38,1,2.61,0.0,2.61
218,73,95,2,3.44,0.0,6.88
219,73,44,4,5.04,0.0,20.16
220,74,128,3,3.68,0.0,11.04
221,74,54,2,5.19,0.0,10.38
222,74,79,1,4.87,0.0,4.87
223,75,90,4,5.2,0.0,20.8
224,75,110,3,5.92,0.0,17.76
225,75,63,1,6.1,0.0,6.1
226,76,12,3,5.98,0.0,17.94
227,76,141,2,5.03,0.0,10.06
228,76,122,1,4.09,0.0,4.09
229,77,38,1,2.61,0.0,2.61
230,77,122,1,4.09,0.0,4.09
231,77,132,1,7.93,0.0,7.93
232,78,108,2,7.11,0.0,14.22
233,78,129,3,3.28,0.0,9.84
234,78,112,3,4.79,0.0,14.37
235,79,8,4,14.34,0.0,57.36
236,79,131,2,5.73,0.0,11.46
237,79,62,3,3.61,0.0,10.83
238,80,126,2,3.7,0.37,7.03
239,80,14,4,3.08,0.0,12.32
240,80,40,1,5.56,0.0,5.56
241,81,92,1,2.61,0.0,2.61
242,81,148,3,9.52,0.0,28.56
243,81,1,1,6.24,0.0,6.24
244,82,76,2,3.14,0.0,6.28
245,82,105,1,5.49,0.0,5.49
246,82,100,4,6.69,0.0,26.76
247,83,64,1,7.64,0.38,7.26
248,83,129,3,3.28,0.0,9.84
249,83,122,2,4.09,0.0,8.18
250,84,52,1,4.07,0.0,4.07
251,84,130,2,11.16,0.0,22.32
252,84,1,2,6.24,0.0,12.48
253,85,134,2,5.6,0.0,11.2
254,85,41,1,6.75,0.34,6.41
255,85,86,2,6.45,0.0,12.9
256,86,85,2,3.63,0.73,6.53
257,86,143,1,4.53,0.45,4.08
258,86,129,2,3.28,0.0,6.56
259,87,128,1,3.68,0.0,3.68
260,87,26,2,4.96,0.0,9.92
261,87,51,2,18.54,0.0,37.08
262,88,56,3,6.59,0.0,19.77
263,88,114,1,4.66,0.0,4.66
264,88,38,1,2.61,0.0,2.61
265,89,112,1,4.79,0.0,4.79
266,89,69,2,4.65,0.0,9.3
267,89,110,1,5.92,0.0,5.92
268,90,67,1,5.57,0.0,5.57
269,90,91,2,7.23,0.0,14.46
270,90,148,1,9.52,0.0,9.52
271,91,54,2,5.19,0.52,9.86
272,91,49,5,1.02,0.51,4.59
273,91,111,1,17.56,0.0,17.56
274,92,28,1,4.12,0.0,4.12
275,92,91,1,7.23,0.0,7.23
276,92,30,1,2.73,0.27,2.46
277,93,6,1,4.46,0.0,4.46
278,93,93,1,2.96,0.0,2.96
279,93,17,2,2.68,0.0,5.36
280,94,104,1,3.88,0.0,3.88
281,94,21,1,5.04,0.0,5.04
282,94,105,2,5.49,1.1,9.88
283,95,102,2,8.55,1.71,15.39
284,95,33,1,4.88,0.0,4.88
285,95,21,3,5.04,0.0,15.12
286,96,61,1,0.72,0.07,0.65
287,96,66,5,8.85,0.0,44.25
288,96,27,2,12.72,1.27,24.17
289,97,66,1,8.85,0.44,8.41
290,97,120,2,9.96,0.0,19.92
291,97,45,2,6.23,0.62,11.84
292,98,141,1,5.03,0.25,4.78
293,98,87,2,8.11,0.0,16.22
294,98,147,1,5.77,0.0,5.77
295,99,36,1,8.03,0.0,8.03
296,99,147,1,5.77,0.0,5.77
297,99,30,1,2.73,0.14,2.59
298,100,115,2,12.88,0.0,25.76
299,100,33,2,4.88,0.98,8.78
300,100,50,1,4.75,0.0,4.75
301,101,83,2,6.1,0.0,12.2
302,101,40,5,5.56,0.0,27.8
303,101,137,2,4.41,0.0,8.82
304,102,117,1,3.08,0.0,3.08
305,102,93,1,2.96,0.0,2.96
306,102,80,1,7.03,0.0,7.03
307,103,74,1,3.36,0.0,3.36
308,103,86,1,6.45,0.0,6.45
309,103,28,2,4.12,0.0,8.24
310,104,44,2,5.04,0.0,10.08
311,104,23,2,8.47,0.0,16.94
312,104,116,4,1.97,0.0,7.88
313,105,131,1,5.73,0.0,5.73
314,105,15,1,9.25,0.0,9.25
315,105,129,1,3.28,0.0,3.28
316,106,64,1,7.64,0.0,7.64
317,106,122,4,4.09,1.64,14.72
318,106,49,2,1.02,0.2,1.84
319,107,138,3,1.98,0.59,5.35
320,107,9,1,7.17,0.0,7.17
321,107,44,4,5.04,0.0,20.16
322,108,101,2,9.87,0.0,19.74
323,108,57,1,4.15,0.0,4.15
324,108,141,1,5.03,0.0,5.03
325,109,17,3,2.68,0.0,8.04
326,109,129,2,3.28,0.0,6.56
327,109,14,2,3.08,0.0,6.16
328,110,18,1,6.74,0.0,6.74
329,110,69,3,4.65,0.0,13.95
330,110,98,3,5.0,0.0,15.0
331,111,133,1,1.51,0.0,1.51
332,111,61,1,0.72,0.0,0.72
333,111,139,2,10.31,0.0,20.62
334,112,95,2,3.44,0.0,6.88
335,112,126,1,3.7,0.0,3.7
336,112,85,1,3.63,0.0,3.63
337,113,28,1,4.12,0.0,4.12
338,113,77,1,6.44,0.0,6.44
339,113,80,1,7.03,0.0,7.03
340,114,147,1,5.77,0.0,5.77
341,114,97,1,3.24,0.0,3.24
342,114,16,1,8.85,0.0,8.85
343,115,109,1,4.66,0.0,4.66
344,115,110,1,5.92,0.0,5.92
345,115,149,3,6.36,0.0,19.08
346,116,14,3,3.08,0.0,9.24
347,116,78,3,6.68,0.0,20.04
348,116,140,1,3.12,0.0,3.12
349,117,24,2,8.36,0.0,16.72
350,117,42,3,3.04,0.0,9.12
351,117,66,2,8.85,0.0,17.7
352,118,22,2,14.87,0.0,29.74
353,118,124,2,4.59,0.0,9.18
354,118,49,2,1.02,0.0,2.04
355,119,124,1,4.59,0.0,4.59
356,119,86,1,6.45,0.0,6.45
357,119,41,4,6.75,0.0,27.0
358,120,144,2,4.6,0.0,9.2
359,120,61,1,0.72,0.0,0.72
360,120,9,1,7.17,0.0,7.17
361,121,54,1,5.19,0.52,4.67
362,121,133,2,1.51,0.0,3.02
363,121,144,1,4.6,0.0,4.6
364,122,4,3,14.05,0.0,42.15
365,122,150,2,5.23,1.05,9.41
366,122,87,2,8.11,0.0,16.22
367,123,88,1,5.74,0.0,5.74
368,123,1,1,6.24,0.0,6.24
369,123,144,2,4.6,0.0,9.2
370,124,78,2,6.68,0.0,13.36
371,124,99,1,6.59,0.0,6.59
372,124,43,1,6.63,0.0,6.63
373,125,44,2,5.04,0.0,10.08
374,125,46,2,10.25,0.0,20.5
375,125,92,3,2.61,0.0,7.83
376,126,108,3,7.11,0.0,21.33
377,126,2,2,3.76,0.0,7.52
378,126,93,2,2.96,0.0,5.92
379,127,72,2,7.93,0.0,15.86
380,127,1,1,6.24,0.0,6.24
381,127,87,1,8.11,0.0,8.11
382,128,122,3,4.09,0.0,12.27
383,128,61,1,0.72,0.0,0.72
384,128,49,2,1.02,0.0,2.04
385,129,150,1,5.23,0.26,4.97
386,129,19,2,8.09,0.0,16.18
387,129,138,2,1.98,0.0,3.96
388,130,117,2,3.08,0.0,6.16
389,130,38,2,2.61,0.0,5.22
390,130,83,2,6.1,0.0,12.2
391,131,7,1,4.26,0.0,4.26
392,131,123,1,10.69,0.0,10.69
393,131,41,4,6.75,0.0,27.0
394,132,44,4,5.04,1.01,19.15
395,132,51,1,18.54,0.0,18.54
396,132,8,5,14.34,0.0,71.7
397,133,6,1,4.46,0.0,4.46
398,133,81,3,3.87,0.0,11.61
399,133,69,1,4.65,0.0,4.65
400,134,72,4,7.93,0.0,31.72
401,134,86,4,6.45,0.0,25.8
402,134,85,4,3.63,0.0,14.52
403,135,102,3,8.55,0.0,25.65
404,135,50,1,4.75,0.0,4.75
405,135,69,2,4.65,0.0,9.3
406,136,60,1,4.85,0.0,4.85
407,136,17,3,2.68,0.8,7.24
408,136,26,2,4.96,0.99,8.93
409,137,111,2,17.56,0.0,35.12
410,137,87,2,8.11,0.0,16.22
411,137,148,2,9.52,0.0,19.04
412,138,147,1,5.77,0.0,5.77
413,138,60,2,4.85,0.0,9.7
414,138,146,3,5.93,0.0,17.79
415,139,65,1,6.08,0.0,6.08
416,139,35,2,5.66,0.0,11.32
417,139,122,4,4.09,0.0,16.36
418,140,9,1,7.17,0.0,7.17
419,140,44,3,5.04,0.0,15.12
420,140,114,4,4.66,0.0,18.64
421,141,100,3,6.69,0.0,20.07
422,141,61,2,0.72,0.0,1.44
423,141,90,4,5.2,0.0,20.8
424,142,84,1,7.38,0.0,7.38
425,142,90,2,5.2,0.0,10.4
426,142,25,1,3.35,0.0,3.35
427,143,150,1,5.23,0.0,5.23
428,143,53,1,4.77,0.0,4.77
429,143,73,3,3.8,0.0,11.4
430,144,54,1,5.19,0.0,5.19
431,144,5,1,5.9,0.59,5.31
432,144,51,1,18.54,0.0,18.54
433,145,17,1,2.68,0.0,2.68
434,145,67,1,5.57,0.0,5.57
435,145,144,2,4.6,0.0,9.2
436,146,109,2,4.66,0.0,9.32
437,146,99,1,6.59,0.0,6.59
438,146,102,2,8.55,0.86,16.24
439,147,66,1,8.85,0.0,8.85
440,147,133,2,1.51,0.0,3.02
441,147,54,2,5.19,0.0,10.38
442,148,51,1,18.54,0.0,18.54
443,148,5,3,5.9,0.0,17.7
444,148,118,1,14.15,0.0,14.15
445,149,86,1,6.45,0.0,6.45
446,149,30,1,2.73,0.0,2.73
447,149,99,1,6.59,0.0,6.59
448,150,35,2,5.66,0.0,11.32
449,150,90,3,5.2,0.0,15.6
450,150,141,1,5.03,0.0,5.03
451,151,21,4,5.04,0.0,20.16
452,151,73,2,3.8,0.0,7.6
453,151,92,3,2.61,0.0,7.83
454,152,86,3,6.45,0.0,19.35
455,152,150,2,5.23,0.0,10.46
456,152,136,5,4.99,2.5,22.45
457,153,94,1,7.89,0.39,7.5
458,153,70,2,14.03,0.0,28.06
459,153,92,1,2.61,0.13,2.48
460,154,4,1,14.05,0.0,14.05
461,154,30,1,2.73,0.0,2.73
462,154,141,2,5.03,0.5,9.56
463,155,14,4,3.08,0.0,12.32
464,155,134,1,5.6,0.0,5.6
465,155,73,3,3.8,0.0,11.4
466,156,86,1,6.45,0.0,6.45
467,156,136,3,4.99,0.75,14.22
468,156,9,2,7.17,0.0,14.34
469,157,9,2,7.17,0.0,14.34
470,157,57,2,4.15,0.42,7.88
471,157,76,2,3.14,0.0,6.28
472,158,105,1,5.49,0.0,5.49
473,158,145,1,1.45,0.07,1.38
474,158,38,3,2.61,0.0,7.83
475,159,145,1,1.45,0.0,1.45
476,159,50,1,4.75,0.0,4.75
477,159,52,2,4.07,0.0,8.14
478,160,68,3,3.01,0.0,9.03
479,160,39,2,6.98,0.0,13.96
480,160,64,2,7.64,0.0,15.28
481,161,105,1,5.49,0.0,5.49
482,161,81,2,3.87,0.0,7.74
483,161,37,2,1.1,0.0,2.2
484,162,144,1,4.6,0.0,4.6
485,162,60,2,4.85,0.0,9.7
486,162,15,2,9.25,0.0,18.5
487,163,98,1,5.0,0.0,5.0
488,163,76,4,3.14,0.0,12.56
489,163,33,1,4.88,0.0,4.88
490,164,140,3,3.12,0.0,9.36
491,164,111,2,17.56,0.0,35.12
492,164,30,1,2.73,0.0,2.73
493,165,88,3,5.74,0.0,17.22
494,165,150,4,5.23,2.09,18.83
495,165,30,1,2.73,0.14,2.59
496,166,14,1,3.08,0.0,3.08
497,166,123,1,10.69,0.0,10.69
498,166,82,2,8.4,0.0,16.8
499,167,66,1,8.85,0.0,8.85
500,167,39,1,6.98,0.0,6.98
501,167,148,1,9.52,0.0,9.52
502,168,41,2,6.75,0.0,13.5
503,168,114,3,4.66,0.0,13.98
504,168,147,2,5.77,0.0,11.54
505,169,141,1,5.03,0.0,5.03
506,169,117,1,3.08,0.0,3.08
507,169,49,1,1.02,0.0,1.02
508,170,92,2,2.61,0.0,5.22
509,170,147,2,5.77,0.0,11.54
510,170,6,2,4.46,0.45,8.47
511,171,138,1,1.98,0.0,1.98
512,171,1,1,6.24,0.0,6.24
513,171,85,3,3.63,0.0,10.89
514,172,100,3,6.69,0.0,20.07
515,172,63,2,6.1,0.0,12.2
516,172,102,1,8.55,0.0,8.55
517,173,69,1,4.65,0.23,4.42
518,173,133,1,1.51,0.0,1.51
519,173,52,1,4.07,0.0,4.07
520,174,6,2,4.46,0.45,8.47
521,174,3,2,34.33,0.0,68.66
522,174,107,1,2.77,0.0,2.77
523,175,32,2,3.31,0.0,6.62
524,175,4,3,14.05,0.0,42.15
525,175,75,1,15.76,0.0,15.76
526,176,37,1,1.1,0.0,1.1
527,176,93,1,2.96,0.0,2.96
528,176,102,2,8.55,0.0,17.1
529,177,26,5,4.96,2.48,22.32
530,177,16,2,8.85,0.0,17.7
531,177,25,5,3.35,0.84,15.91
532,178,42,5,3.04,0.76,14.44
533,178,73,4,3.8,0.0,15.2
534,178,127,2,7.2,1.44,12.96
535,179,49,1,1.02,0.0,1.02
536,179,44,1,5.04,0.0,5.04
537,179,97,2,3.24,0.0,6.48
538,180,95,2,3.44,0.0,6.88
539,180,111,1,17.56,0.0,17.56
540,180,131,1,5.73,0.0,5.73
541,181,122,1,4.09,0.0,4.09
542,181,109,1,4.66,0.0,4.66
543,181,30,1,2.73,0.0,2.73
544,182,107,2,2.77,0.0,5.54
545,182,128,3,3.68,0.0,11.04
546,182,101,3,9.87,0.0,29.61
547,183,52,1,4.07,0.41,3.66
548,183,93,1,2.96,0.3,2.66
549,183,3,2,34.33,0.0,68.66
550,184,13,1,2.91,0.0,2.91
551,184,66,1,8.85,0.0,8.85
552,184,86,1,6.45,0.0,6.45
553,185,134,2,5.6,0.0,11.2
554,185,109,1,4.66,0.0,4.66
555,185,147,1,5.77,0.0,5.77
556,186,126,1,3.7,0.0,3.7
557,186,30,1,2.73,0.0,2.73
558,186,57,1,4.15,0.21,3.94
559,187,49,1,1.02,0.0,1.02
560,187,62,3,3.61,0.0,10.83
561,187,67,1,5.57,0.0,5.57
562,188,32,4,3.31,0.0,13.24
563,188,6,1,4.46,0.0,4.46
564,188,21,2,5.04,0.0,10.08
565,189,8,2,14.34,0.0,28.68
566,189,69,3,4.65,0.0,13.95
567,189,77,1,6.44,0.0,6.44
568,190,98,1,5.0,0.0,5.0
569,190,129,3,3.28,0.0,9.84
570,190,37,1,1.1,0.0,1.1
571,191,45,3,6.23,0.0,18.69
572,191,37,2,1.1,0.0,2.2
573,191,74,3,3.36,0.0,10.08
574,192,54,3,5.19,0.0,15.57
575,192,148,5,9.52,0.0,47.6
576,192,136,3,4.99,0.0,14.97
577,193,114,1,4.66,0.47,4.19
578,193,50,2,4.75,0.0,9.5
579,193,55,2,7.22,0.0,14.44
580,194,62,3,3.61,0.0,10.83
581,194,48,3,10.05,0.0,30.15
582,194,105,3,5.49,0.0,16.47
583,195,24,3,8.36,0.0,25.08
584,195,67,2,5.57,0.0,11.14
585,195,141,1,5.03,0.25,4.78
586,196,61,5,0.72,0.0,3.6
587,196,129,1,3.28,0.0,3.28
588,196,35,1,5.66,0.0,5.66
589,197,98,3,5.0,0.0,15.0
590,197,40,2,5.56,0.0,11.12
591,197,108,1,7.11,0.0,7.11
592,198,9,1,7.17,0.0,7.17
593,198,61,3,0.72,0.0,2.16
594,198,105,1,5.49,0.0,5.49
595,199,129,1,3.28,0.0,3.28
596,199,147,1,5.77,0.0,5.77
597,199,16,1,8.85,0.0,8.85
598,200,33,3,4.88,0.0,14.64
599,200,81,4,3.87,0.0,15.48
600,200,40,1,5.56,0.0,5.56
601,201,17,1,2.68,0.0,2.68
602,201,20,3,1.57,0.0,4.71
603,201,73,1,3.8,0.0,3.8
604,202,27,2,12.72,0.0,25.44
605,202,89,5,4.57,1.14,21.71
606,202,135,2,5.36,0.54,10.18
607,203,33,1,4.88,0.24,4.64
608,203,96,2,5.31,0.0,10.62
609,203,42,4,3.04,0.0,12.16
610,204,140,1,3.12,0.0,3.12
611,204,6,2,4.46,0.89,8.03
612,204,69,1,4.65,0.0,4.65
613,205,35,1,5.66,0.0,5.66
614,205,20,1,1.57,0.0,1.57
615,205,95,2,3.44,0.0,6.88
616,206,44,1,5.04,0.0,5.04
617,206,66,4,8.85,3.54,31.86
618,206,13,1,2.91,0.0,2.91
619,207,81,3,3.87,0.0,11.61
620,207,141,1,5.03,0.25,4.78
621,207,48,4,10.05,0.0,40.2
622,208,39,1,6.98,0.0,6.98
623,208,97,2,3.24,0.0,6.48
624,208,58,1,11.09,0.0,11.09
625,209,49,1,1.02,0.0,1.02
626,209,97,1,3.24,0.0,3.24
627,209,78,2,6.68,0.0,13.36
628,210,97,1,3.24,0.0,3.24
629,210,117,1,3.08,0.0,3.08
630,210,25,3,3.35,0.0,10.05
631,211,74,2,3.36,0.0,6.72
632,211,33,2,4.88,0.0,9.76
633,211,78,2,6.68,0.67,12.69
634,212,52,3,4.07,0.0,12.21
635,212,123,1,10.69,0.0,10.69
636,212,126,4,3.7,0.0,14.8
637,213,87,2,8.11,0.0,16.22
638,213,78,1,6.68,0.0,6.68
639,213,88,2,5.74,0.0,11.48
640,214,57,2,4.15,0.83,7.47
641,214,33,4,4.88,0.0,19.52
642,214,16,4,8.85,3.54,31.86
643,215,4,1,14.05,0.0,14.05
644,215,31,2,5.07,0.0,10.14
645,215,149,1,6.36,0.32,6.04
646,216,146,3,5.93,0.0,17.79
647,216,74,2,3.36,0.0,6.72
648,216,72,3,7.93,0.0,23.79
649,217,9,1,7.17,0.0,7.17
650,217,12,3,5.98,0.0,17.94
651,217,150,3,5.23,0.0,15.69
652,218,18,3,6.74,0.0,20.22
653,218,97,1,3.24,0.0,3.24
654,218,5,1,5.9,0.0,5.9
655,219,114,1,4.66,0.0,4.66
656,219,125,1,3.47,0.0,3.47
657,219,117,2,3.08,0.62,5.54
658,220,20,3,1.57,0.0,4.71
659,220,5,4,5.9,2.36,21.24
660,220,66,1,8.85,0.0,8.85
661,221,117,1,3.08,0.0,3.08
662,221,33,2,4.88,0.0,9.76
663,221,131,2,5.73,0.57,10.89
664,222,138,1,1.98,0.0,1.98
665,222,18,1,6.74,0.0,6.74
666,222,13,1,2.91,0.0,2.91
667,223,150,5,5.23,0.0,26.15
668,223,12,1,5.98,0.0,5.98
669,223,146,4,5.93,0.0,23.72
670,224,118,2,14.15,0.0,28.3
671,224,90,2,5.2,0.52,9.88
672,224,129,1,3.28,0.33,2.95
673,225,57,2,4.15,0.0,8.3
674,225,133,1,1.51,0.0,1.51
675,225,85,3,3.63,0.0,10.89
676,226,98,1,5.0,0.0,5.0
677,226,50,1,4.75,0.0,4.75
678,226,97,2,3.24,0.0,6.48
679,227,92,2,2.61,0.0,5.22
680,227,42,1,3.04,0.0,3.04
681,227,33,3,4.88,0.0,14.64
682,228,128,3,3.68,0.0,11.04
683,228,2,1,3.76,0.38,3.38
684,228,81,1,3.87,0.0,3.87
685,229,123,1,10.69,0.0,10.69
686,229,135,1,5.36,0.0,5.36
687,229,32,1,3.31,0.0,3.31
688,230,9,2,7.17,0.0,14.34
689,230,110,2,5.92,0.0,11.84
690,230,62,1,3.61,0.0,3.61
691,231,113,1,4.13,0.41,3.72
692,231,110,1,5.92,0.0,5.92
693,231,114,1,4.66,0.47,4.19
694,232,114,4,4.66,0.0,18.64
695,232,150,2,5.23,0.0,10.46
696,232,146,1,5.93,0.0,5.93
